conversation_id,index,turn_id,speaker,utterance,label,label_name
075812009,31,075812009_31,a,yeah,ackn,Acknowledge
075836010,0,075836010_0,b,oh hello,greet,Greet
075836010,1,075836010_1,b,i'm awfully sorry,expressRegret,Express Regret
075836010,2,075836010_2,b,i rang up yesterday,inform,Inform
075836010,3,075836010_3,b,wonder if you can help me really,direct,Direct
075836010,4,075836010_4,a,hello,backch,Backchannel
075836010,5,075836010_5,a,right,ackn,Acknowledge
075836010,6,075836010_6,b,um and i ordered a phone,inform,Inform
075836010,7,075836010_7,b,i wanted to send this answer phone back,inform,Inform
075836010,8,075836010_8,a,oh yeah,ackn,Acknowledge
075836010,9,075836010_9,b,um and i ordered a phone with call display call waiting,inform,Inform
075836010,10,075836010_10,b,and i've got incoming calls only,inform,Inform
075836010,11,075836010_11,b,so,init,Initialise
075836010,12,075836010_12,b,i wanted outgoing calls as well um cos me boyfriend's moving in here next week he forgot to tell me last night he told me he'd got the phone and i've paid for it on me card yesterday sorry i paid pounds yesterday yeah,inform,Inform
075836010,13,075836010_13,b,um cos me boyfriend's moving in here next week,inform,Inform
075836010,14,075836010_14,a,uh hmm,backch,Backchannel
075836010,15,075836010_15,a,oh right,ackn,Acknowledge
075836010,16,075836010_16,a,yeah,ackn,Acknowledge
075836010,17,075836010_17,b,he forgot to tell me,inform,Inform
075836010,18,075836010_18,b,last night he told me he'd got the phone,inform,Inform
075836010,19,075836010_19,a,right,ackn,Acknowledge
075836010,20,075836010_20,b,and i've paid for it on me card yesterday,inform,Inform
075836010,21,075836010_21,a,so,init,Initialise
075836010,22,075836010_22,a,you've paid for these services,confirm,Confirm
075836010,23,075836010_23,a,so,init,Initialise
075836010,24,075836010_24,b,sorry,pardon,Pardon
075836010,25,075836010_25,a,you've paid for the services with the phone haven't you like the call waiting and display,confirm,Confirm
075836010,26,075836010_26,b,i paid pounds yesterday,inform,Inform
075836010,27,075836010_27,a,that's right yeah,ackn,Acknowledge
075836010,28,075836010_28,a,and if you've only got um incoming calls,confirm,Confirm
075836010,29,075836010_29,b,yeah,ackn,Acknowledge
075836010,30,075836010_30,a,oh no,exclaim,Exclaim
075836010,31,075836010_31,a,that isn't a problem,inform,Inform
080012009,0,080012009_0,b,i wonder if you could tell me um,direct,Direct
080012009,1,080012009_1,b,i'm just going to be moving into a new house shortly,inform,Inform
080012009,2,080012009_2,b,and at the moment there's no phone line at all in the house uh how much does it cost to get to come and install a line it's a brand new house just been built yeah yeah yeah okay that's great okay and how how quickly can you arrange that yeah so when i contact you can we actually specify day that it's done and can you book it as a m or p m,inform,Inform
080012009,3,080012009_3,b,uh how much does it cost to get to come and install a line,reqInfo,Request Inform
080012009,4,080012009_4,a,right,ackn,Acknowledge
080012009,5,080012009_5,a,do you know whether there has been service in the past or,reqInfo,Request Inform
080012009,6,080012009_6,b,just been built,answElab,Answer Elaborate
080012009,7,080012009_7,a,oh it's brand new,confirm,Confirm
080012009,8,080012009_8,a,right okay well,init,Initialise
080012009,9,080012009_9,a,there's two options,inform,Inform
080012009,10,080012009_10,a,um either way it's an installation fee,inform,Inform
080012009,11,080012009_11,a,for a standard line to be installed,inform,Inform
080012009,12,080012009_12,a,it's actually pounds,inform,Inform
080012009,13,080012009_13,b,yeah,ackn,Acknowledge
080012009,14,080012009_14,a,okay,ackn,Acknowledge
080012009,15,080012009_15,a,and that's with normal line rental which is every quarter,inform,Inform
080012009,16,080012009_16,a,the other option is to actually install under the B T Together discount plan which is um to install,inform,Inform
080012009,17,080012009_17,b,yeah,backch,Backchannel
080012009,18,080012009_18,b,yeah,ackn,Acknowledge
080012009,19,080012009_19,a,uh but it's actually per quarter,inform,Inform
080012009,20,080012009_20,a,but then on that package you do actually get all your calls discounted,inform,Inform
080012009,21,080012009_21,a,um plus you get a call allowance as well,inform,Inform
080012009,22,080012009_22,a,so,init,Initialise
080012009,23,080012009_23,a,you get free calls worth six pounds every quarter too,inform,Inform
080012009,24,080012009_24,b,okay,ackn,Acknowledge
080012009,25,080012009_25,b,that's great,appreciate,Appreciate
080012009,26,080012009_26,a,alright,ackn,Acknowledge
080012009,27,080012009_27,b,okay,ackn,Acknowledge
080012009,28,080012009_28,b,and how how quickly can you arrange that,reqInfo,Request Inform
080012009,29,080012009_29,a,because we need to send out an engineer,inform,Inform
080012009,30,080012009_30,a,i mean you are looking at anything between and working days for the earliest appointment from when you actually contact us,answ,Answer
080012009,31,080012009_31,b,yeah,ackn,Acknowledge
080012009,32,080012009_32,b,so,init,Initialise
080012009,33,080012009_33,b,when i contact you,refer,Refer
080012009,34,080012009_34,b,can we actually specify day that it's done,reqInfo,Request Inform
080012009,35,080012009_35,a,yes yeah,answ,Answer
080012009,36,080012009_36,a,we can book you an appointment in,answElab,Answer Elaborate
080012009,37,080012009_37,b,and can you book it as a m or p m,reqInfo,Request Inform
080106006,0,080106006_0,a,good morning,greet,Greet
080106006,1,080106006_1,a,how can i help,offer,Offer
080106006,2,080106006_2,b,oh good,backch,Backchannel
080106006,3,080106006_3,b,oh good morning dear,greet,Greet
080106006,4,080106006_4,b,um i've had a phone bill this morning from you charging me for um an outright sale for an additional handset and charger that was delivered to me um on on Friday,inform,Inform
080106006,5,080106006_5,b,now,init,Initialise
080106006,6,080106006_6,b,the thing is that um i spoke to someone on Monday because the lad who said this would do wonders and what's it miracles didn't explain that i needed a base for this and i haven't got a base,inform,Inform
080106006,7,080106006_7,a,right,backch,Backchannel
080106006,8,080106006_8,a,mm hmm,backch,Backchannel
080106006,9,080106006_9,a,oh dear,exclaim,Exclaim
080106006,10,080106006_10,b,so,init,Initialise
080106006,11,080106006_11,b,i spoke to somebody on Monday and i said well look i'm going to return this and they said yeah no problem at all we'll send you um an envelope to put it back in to just take it up the post office and that will be credited to your account,inform,Inform
080106006,12,080106006_12,a,right,backch,Backchannel
080106006,13,080106006_13,a,that's right,ackn,Acknowledge
080106006,14,080106006_14,a,it will,confirm,Confirm
080106006,15,080106006_15,b,well now,init,Initialise
080106006,16,080106006_16,b,um that was Monday,confirm,Confirm
080106006,17,080106006_17,b,this morning i've got the bill for this um,inform,Inform
080106006,18,080106006_18,b,but i still haven't received the parcel the the envelopes to send this back in,inform,Inform
080106006,19,080106006_19,a,yeah,ackn,Acknowledge
080106006,20,080106006_20,a,that's alright,ackn,Acknowledge
080106006,21,080106006_21,a,don't worry,direct,Direct
080106006,22,080106006_22,a,as soon as um it takes two or three days for the bag to get to you,inform,Inform
080106006,23,080106006_23,b,oh does it,backch,Backchannel
080106006,24,080106006_24,b,right,ackn,Acknowledge
080106006,25,080106006_25,b,only i was gonna say i've still got the black bag it came in,inform,Inform
080106006,26,080106006_26,b,i could tart that up and send it back no,expressPossibility,Express Possibility
080106006,27,080106006_27,a,no no no,negate,Negate
080106006,28,080106006_28,b,right right fine,ackn,Acknowledge
080106006,29,080106006_29,b,so so,init,Initialise
080106006,30,080106006_30,b,that's what will happen,confirm,Confirm
080106006,31,080106006_31,b,now,init,Initialise
080106006,32,080106006_32,b,when i get it,refer,Refer
080106006,33,080106006_33,b,do i put this bill in with it,reqInfo,Request Inform
080106006,34,080106006_34,a,and um,backch,Backchannel
080106006,35,080106006_35,a,um no no,answ,Answer
080106006,36,080106006_36,a,if you keep the bill alright,direct,Direct
080106006,37,080106006_37,a,and then what we will do,informIntent,Inform Intention
080106006,38,080106006_38,a,we can credit that as soon as that comes back as soon as we receive the phone,inform,Inform
080106006,39,080106006_39,a,then we will credit back,informIntent,Inform Intention
080106006,40,080106006_40,a,now,init,Initialise
080106006,41,080106006_41,a,is is that included with your normal bill,reqInfo,Request Inform
080106006,42,080106006_42,b,mm,backch,Backchannel
080106006,43,080106006_43,b,yeah,backch,Backchannel
080106006,44,080106006_44,b,now,backch,Backchannel
080106006,45,080106006_45,b,no no,answ,Answer
080106006,46,080106006_46,b,my normal bill's not due yet,inform,Inform
080255012,0,080255012_0,b,oh my god a person,exclaim,Exclaim
080255012,1,080255012_1,b,hello,greet,Greet
080255012,2,080255012_2,a,hello,greet,Greet
080255012,3,080255012_3,b,i haven't got my account number bill on me,inform,Inform
080255012,4,080255012_4,b,but if i give you my phone number,informIntent,Inform Intention
080255012,5,080255012_5,a,right okay,ackn,Acknowledge
080255012,6,080255012_6,b,um it's,inform,Inform
080255012,7,080255012_7,a,yeah,ackn,Acknowledge
080255012,8,080255012_8,a,mm mm,ackn,Acknowledge
080255012,9,080255012_9,a,okay,ackn,Acknowledge
080255012,10,080255012_10,a,and can you confirm your name and your address for me please,reqInfo,Request Inform
080255012,11,080255012_11,a,lovely,appreciate,Appreciate
080255012,12,080255012_12,a,and do you know the post code,reqInfo,Request Inform
080255012,13,080255012_13,a,lovely,appreciate,Appreciate
080255012,14,080255012_14,a,thank you,thank,Thank
080255012,15,080255012_15,a,how can i help you today,offer,Offer
080408011,0,080408011_0,b,oh it's a rang number here,inform,Inform
080408011,1,080408011_1,b,sorry,expressRegret,Express Regret
080408011,2,080408011_2,b,right,ackn,Acknowledge
080408011,3,080408011_3,b,sorry,expressRegret,Express Regret
080434009,0,080434009_0,b,good morning,greet,Greet
080434009,1,080434009_1,a,good morning,greet,Greet
080434009,2,080434009_2,b,how nice to phone early and to get through straight away um,appreciate,Appreciate
080434009,3,080434009_3,b,yeah,accept,Accept
080434009,4,080434009_4,b,i know,accept,Accept
080434009,5,080434009_5,b,i'm moving my dear,inform,Inform
080434009,6,080434009_6,b,and i want to give you some particulars,informIntent,Inform Intention
080452013,0,080452013_0,a,hello,greet,Greet
080452013,1,080452013_1,a,hello,greet,Greet
080452013,2,080452013_2,b,hello,greet,Greet
080452013,3,080452013_3,a,yes,ackn,Acknowledge
080452013,4,080452013_4,a,can i help,offer,Offer
080517006,0,080517006_0,b,hello,greet,Greet
080517006,1,080517006_1,b,wonder if you can um,direct,Direct
080517006,2,080517006_2,b,we're moving out of the property on Friday,inform,Inform
080517006,3,080517006_3,b,but we want to take um this number with us because we use it as a business line as well,inform,Inform
080517006,4,080517006_4,b,so,init,Initialise
080517006,5,080517006_5,b,we don't really want to have a new number,expressWish,Express Wish
080517006,6,080517006_6,a,right,backch,Backchannel
080517006,7,080517006_7,a,oh right okay,ackn,Acknowledge
080517006,8,080517006_8,a,you're moving sort of in the same area are you,reqInfo,Request Inform
080517006,9,080517006_9,b,um from um to so it's six miles no it's um yes in a minute mummy's on the phone double yeah it's mister no partner is yeah,answ,Answer
080517006,10,080517006_10,b,so,init,Initialise
080517006,11,080517006_11,b,it's six miles,answElab,Answer Elaborate
080517006,12,080517006_12,a,right,ackn,Acknowledge
080517006,13,080517006_13,a,you probably won't be on the same exchange,inform,Inform
080517006,14,080517006_14,a,but i'll have a look for you,informIntent,Inform Intention
080517006,15,080517006_15,a,what's your telephone number please,reqInfo,Request Inform
080517006,16,080517006_16,b,it's um,answ,Answer
080517006,17,080517006_17,a,okay,ackn,Acknowledge
080517006,18,080517006_18,a,and the dialling code please,reqInfo,Request Inform
080517006,19,080517006_19,b,yeah,ackn,Acknowledge
080517006,20,080517006_20,b,it's mister no partner is yeah,answ,Answer
080517006,21,080517006_21,a,and post code,reqInfo,Request Inform
080517006,22,080517006_22,a,that's lovely,appreciate,Appreciate
080517006,23,080517006_23,a,and your missus are you,reqInfo,Request Inform
080517006,24,080517006_24,b,no,answ,Answer
080517006,25,080517006_25,b,partner,answElab,Answer Elaborate
080517006,26,080517006_26,a,right and your name and you're moving this Friday okay do you have your account number there at all,ackn,Acknowledge
080517006,27,080517006_27,a,and your name,reqInfo,Request Inform
080517006,28,080517006_28,b,is yeah,answ,Answer
080517006,29,080517006_29,b,yeah,ackn,Acknowledge
080517006,30,080517006_30,a,okay,init,Initialise
080517006,31,080517006_31,a,do you have your account number there at all,reqInfo,Request Inform
080659012,0,080659012_0,b,hello,greet,Greet
080659012,1,080659012_1,b,uh it's here from um i still owe you pounds from um my phone bill um i can't pay it um it's not that i haven't got the money it's that me son's gone and cut me card up right it's yes it's for and for no i've got me money but i haven't got the card yeah oh that's brilliant will it will will i be charged anything for that,identifySelf,Identify Self
080659012,2,080659012_2,b,um i still owe you pounds from um my phone bill,inform,Inform
080659012,3,080659012_3,b,um i can't pay it um,inform,Inform
080659012,4,080659012_4,b,it's not that i haven't got the money,inform,Inform
080659012,5,080659012_5,b,it's that me son's gone and cut me card up,inform,Inform
080659012,6,080659012_6,a,mm mm,backch,Backchannel
080659012,7,080659012_7,a,ah right okay,ackn,Acknowledge
080659012,8,080659012_8,a,and we can get a replacement sent out for you,inform,Inform
080659012,9,080659012_9,b,right,ackn,Acknowledge
080659012,10,080659012_10,b,it's yes it's for and for no i've got me money but i haven't got the card yeah oh that's brilliant will it will will i be charged anything for that,answ,Answer
080659012,11,080659012_11,a,mm mm,ackn,Acknowledge
080659012,12,080659012_12,a,okay,ackn,Acknowledge
080659012,13,080659012_13,a,and can you just confirm the address with the postcode for it,reqInfo,Request Inform
080659012,14,080659012_14,b,yes,ackn,Acknowledge
080659012,15,080659012_15,b,it's for and for no i've got me money but i haven't got the card yeah oh that's brilliant will it will will i be charged anything for that,answ,Answer
080659012,16,080659012_16,a,lovely,appreciate,Appreciate
080659012,17,080659012_17,a,thank you right so you haven't actually got the payment card no right let's just have a little look right okay the quickest thing i'll do is is to send you a payment slip okay then you can pay that through the post office so you'll get sorry,thank,Thank
080659012,18,080659012_18,a,right,ackn,Acknowledge
080659012,19,080659012_19,a,so,init,Initialise
080659012,20,080659012_20,a,you haven't actually got the payment card,confirm,Confirm
080659012,21,080659012_21,a,no,ackn,Acknowledge
080659012,22,080659012_22,b,no,ackn,Acknowledge
080659012,23,080659012_23,b,i've got me money,inform,Inform
080659012,24,080659012_24,b,but i haven't got the card yeah oh that's brilliant will it will will i be charged anything for that,inform,Inform
080659012,25,080659012_25,a,right,ackn,Acknowledge
080659012,26,080659012_26,a,let's just have a little look right okay the quickest thing i'll do is is to send you a payment slip okay then you can pay that through the post office so you'll get sorry,informIntent-hold,Inform Intent Hold
080659012,27,080659012_27,a,right okay,init,Initialise
080659012,28,080659012_28,a,the quickest thing i'll do is is to send you a payment slip okay,informIntent,Inform Intention
080659012,29,080659012_29,b,yeah,ackn,Acknowledge
080659012,30,080659012_30,a,then you can pay that through the post office,inform,Inform
080659012,31,080659012_31,b,oh that's brilliant,accept,Accept
080659012,32,080659012_32,a,so,init,Initialise
080659012,33,080659012_33,a,sorry,pardon,Pardon
080659012,34,080659012_34,b,will i be charged anything for that,reqInfo,Request Inform
080858011,0,080858011_0,b,oh uh i have a query about our billing,inform,Inform
080858011,1,080858011_1,a,right,ackn,Acknowledge
080858011,2,080858011_2,a,yes,ackn,Acknowledge
080858011,3,080858011_3,a,can i take your telephone number please,reqInfo,Request Inform
080858011,4,080858011_4,b,yes,ackn,Acknowledge
080858011,5,080858011_5,b,uh yes my my name is uh initial and my address is flat number uh okay i'm looking scuse me i'm looking at my bill uh actually it's a statement a budget account statement which is dated the twenty sixth of June and uh on page scuse me on yes on the section that says oh dear me ah yes on page section says other charges and credits,answ,Answer
080858011,6,080858011_6,a,yes,ackn,Acknowledge
080858011,7,080858011_7,a,yes,ackn,Acknowledge
080858011,8,080858011_8,a,thank you can you just confirm your name and address for me please yeah lovely how can i help mister right mm mm right,thank,Thank
080858011,9,080858011_9,a,can you just confirm your name and address for me please,reqInfo,Request Inform
080858011,10,080858011_10,b,yes,ackn,Acknowledge
080858011,11,080858011_11,b,my my name is uh initial and my address is flat number uh okay i'm looking scuse me i'm looking at my bill uh actually it's a statement a budget account statement which is dated the twenty sixth of June and uh on page scuse me on yes on the section that says oh dear me ah yes on page section says other charges and credits,answ,Answer
080858011,12,080858011_12,a,yeah,backch,Backchannel
080858011,13,080858011_13,a,lovely,appreciate,Appreciate
080858011,14,080858011_14,a,how can i help mister right mm mm right,offer,Offer
080858011,15,080858011_15,b,okay i'm looking scuse me i'm looking at my bill uh actually it's a statement a budget account statement which is dated the twenty sixth of June and uh on page scuse me on yes on the section that says oh dear me ah yes on page section says other charges and credits,ackn,Acknowledge
080858011,16,080858011_16,b,i'm looking scuse me i'm looking at my bill,inform,Inform
080858011,17,080858011_17,b,uh actually it's a statement a budget account statement which is dated the twenty sixth of June,correctSelf,Correct Self
080858011,18,080858011_18,a,right,backch,Backchannel
080858011,19,080858011_19,a,mm mm,ackn,Acknowledge
080858011,20,080858011_20,b,and uh on page scuse me on yes on the section that says oh dear me ah yes on page section says other charges and credits,inform,Inform
080858011,21,080858011_21,b,scuse me on yes on the section that says oh dear me ah yes on page section says other charges and credits,expressRegret,Express Regret
080858011,22,080858011_22,b,on yes on the section that says oh dear me ah yes on page section says other charges and credits,inform,Inform
080858011,23,080858011_23,b,oh dear me,exclaim,Exclaim
080858011,24,080858011_24,b,ah yes,ackn,Acknowledge
080858011,25,080858011_25,b,on page section says other charges and credits,inform,Inform
080858011,26,080858011_26,a,right,ackn,Acknowledge
081018012,0,081018012_0,b,hi,greet,Greet
081018012,1,081018012_1,b,every time i get an engaged tone on my phone,inform,Inform
081018012,2,081018012_2,b,i'm getting one of your recorded messages telling me about Ringback,inform,Inform
081018012,3,081018012_3,b,can we get rid of it,reqModal,Request Modal
081018012,4,081018012_4,a,you don't want the prompt on there,confirm,Confirm
081018012,5,081018012_5,a,no,confirm,Confirm
081018012,6,081018012_6,b,no,ackn,Acknowledge
081018012,7,081018012_7,b,thank you,thank,Thank
081018012,8,081018012_8,a,right,ackn,Acknowledge
081018012,9,081018012_9,a,yeah,ackn,Acknowledge
081018012,10,081018012_10,a,yeah,ackn,Acknowledge
081018012,11,081018012_11,a,okay,ackn,Acknowledge
081018012,12,081018012_12,a,and can you confirm your name and your address for me please,direct,Direct
081018012,13,081018012_13,b,the name's the address is place} that's fine thanks a lot bye,identifySelf,Identify Self
081018012,14,081018012_14,b,the address is place} that's fine thanks a lot bye,inform,Inform
081018012,15,081018012_15,a,lovely,ackn,Acknowledge
081018012,16,081018012_16,a,thank you,thank,Thank
081018012,17,081018012_17,a,bear with me just a second just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours okay alright thank you byebye,hold,Hold
081018012,18,081018012_18,a,just see how quickly we could do that for you right okay thats' fine that will actually come sort of within the next couple of hours okay alright thank you byebye,inform,Inform
081018012,19,081018012_19,a,right okay,ackn,Acknowledge
081018012,20,081018012_20,a,thats' fine,inform,Inform
081018012,21,081018012_21,a,that will actually come sort of within the next couple of hours okay,inform,Inform
081018012,22,081018012_22,b,that's fine,accept,Accept
081018012,23,081018012_23,a,alright,ackn,Acknowledge
081018012,24,081018012_24,b,thanks a lot,thank,Thank
081018012,25,081018012_25,a,thank you,thank,Thank
081018012,26,081018012_26,a,byebye,bye,Bye
081018012,27,081018012_27,b,bye,bye,Bye
081110006,0,081110006_0,b,oh good morning,greet,Greet
081110006,1,081110006_1,b,it's reference to your My Bill service,inform,Inform
081110006,2,081110006_2,a,that's fine,accept,Accept
081110006,3,081110006_3,b,i keep getting told by the very nice young lady with the very nice voice that uh i've got the wrong number,inform,Inform
081110006,4,081110006_4,b,and it isn't,inform,Inform
081110006,5,081110006_5,b,it's correct,inform,Inform
081110006,6,081110006_6,b,i dialled this morning and the operator tried it for me said yes there's definitely a fault on the My Bill line report to at eight o'clock,inform,Inform
081110006,7,081110006_7,a,that's fine,accept,Accept
081110006,8,081110006_8,a,it's actually but i can report that for you that's no problem no no no that's okay faults is actually so you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number oh goodness right what is your telephone number and i'll check that for you yes they certainly are yes yeah that would be lovely thank you yeah,inform,Inform
081110006,9,081110006_9,a,but i can report that for you,offer,Offer
081110006,10,081110006_10,a,that's no problem,accept,Accept
081110006,11,081110006_11,b,oh i'm sorry,expressRegret,Express Regret
081110006,12,081110006_12,b,i got the wrong number,inform,Inform
081110006,13,081110006_13,b,beg your pardon,expressRegret,Express Regret
081110006,14,081110006_14,a,no no no,negate,Negate
081110006,15,081110006_15,a,that's okay,accept,Accept
081110006,16,081110006_16,a,faults is actually so you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number oh goodness right what is your telephone number and i'll check that for you yes they certainly are yes yeah that would be lovely thank you yeah,inform,Inform
081110006,17,081110006_17,a,so,init,Initialise
081110006,18,081110006_18,a,you can ring them direct and get straight through to faults and they will be able to um report that is it the Call My Bill number,inform,Inform
081110006,19,081110006_19,b,the Call My Bill,confirm,Confirm
081110006,20,081110006_20,b,no,negate,Negate
081110006,21,081110006_21,b,i no i i get through alright,inform,Inform
081110006,22,081110006_22,b,but when i put on information through,inform,Inform
081110006,23,081110006_23,b,i keep getting told that i've called to the wrong phone number,inform,Inform
081110006,24,081110006_24,b,but i haven't,inform,Inform
081110006,25,081110006_25,a,oh goodness,exclaim,Exclaim
081110006,26,081110006_26,a,right,ackn,Acknowledge
081110006,27,081110006_27,a,what is your telephone number,reqInfo,Request Inform
081110006,28,081110006_28,a,and i'll check that for you,informIntent,Inform Intention
081110006,29,081110006_29,b,yes,ackn,Acknowledge
081110006,30,081110006_30,b,a this what the ah uh did for me,inform,Inform
081110006,31,081110006_31,b,these calls are free by the way aren't they,reqInfo,Request Inform
081110006,32,081110006_32,a,yes,answ,Answer
081110006,33,081110006_33,a,they certainly are,answElab,Answer Elaborate
081110006,34,081110006_34,b,my home number is now you want my also my bill number don't you,answ,Answer
081110006,35,081110006_35,a,yes,ackn,Acknowledge
081110006,36,081110006_36,b,now,init,Initialise
081110006,37,081110006_37,b,you want my also my bill number don't you,reqDirect,Request Direct
081110006,38,081110006_38,a,yeah,backch,Backchannel
081110006,39,081110006_39,a,that would be lovely,answ,Answer
081110006,40,081110006_40,a,thank you,thank,Thank
081110006,41,081110006_41,a,yeah,ackn,Acknowledge
081301008,0,081301008_0,b,uh i'd like another telephone line please if that's possible,direct,Direct
081301008,1,081301008_1,a,yeah certainly,accept,Accept
081301008,2,081301008_2,a,could you give me the number that you're on at the moment,reqInfo,Request Inform
081301008,3,081301008_3,b,double uh,answElab,Answer Elaborate
081301008,4,081301008_4,a,double and which which area are you in came right have you got a bill in front of you,echo,Echo
081301008,5,081301008_5,a,and which which area are you in,reqInfo,Request Inform
081301008,6,081301008_6,b,uh,answ,Answer
081301008,7,081301008_7,a,right,ackn,Acknowledge
081301008,8,081301008_8,a,have you got a bill in front of you,reqInfo,Request Inform
081408012,0,081408012_0,b,hello,greet,Greet
081408012,1,081408012_1,b,um i've just changed over from to,inform,Inform
081408012,2,081408012_2,b,and uh my lines were installed yesterday and they're working,inform,Inform
081408012,3,081408012_3,b,i can ring out um,inform,Inform
081408012,4,081408012_4,b,but when somebody tries to ring in,refer,Refer
081408012,5,081408012_5,b,the phone doesn't ring,inform,Inform
081408012,6,081408012_6,b,it rings from their end,inform,Inform
081408012,7,081408012_7,b,but the phone doesn't ring in the house,inform,Inform
081408012,8,081408012_8,a,mm hmm,backch,Backchannel
081408012,9,081408012_9,a,right,ackn,Acknowledge
081408012,10,081408012_10,a,okay,init,Initialise
081408012,11,081408012_11,b,um sorry and i've there's another number at the house as well uh no yeah yeah is that why okay well the chances are that with the other number it's probably similar to be honest with the other number it's attached to my computer so i haven't put the phone on it so i don't know whether it rings right but i'd asked for that one to be i'd asked for my old number to be ported on that number as well,answ,Answer
081408012,12,081408012_12,a,yeah,ackn,Acknowledge
081408012,13,081408012_13,b,and i've there's another number at the house as well,inform,Inform
081408012,14,081408012_14,a,mm mm,backch,Backchannel
081408012,15,081408012_15,a,right,ackn,Acknowledge
081408012,16,081408012_16,a,let me just the details right so neither of them actually ring in the property no right now i am actually showing that that first number the engineers haven't actually finished the work on it yet um the exchange do you you were bringing that number back weren't you from your other company yeah yes there looks to be some sort of hold up i'll need to go through to our number portability department for you to find out what the problem is there ah right that one i'm showing that everything is done um yeah that was the is that right,selfTalk,Self Talk
081408012,17,081408012_17,a,right so,ackn,Acknowledge
081408012,18,081408012_18,a,neither of them actually ring in the property,confirm,Confirm
081408012,19,081408012_19,a,no,confirm,Confirm
081408012,20,081408012_20,b,uh no,ackn,Acknowledge
081408012,21,081408012_21,a,now,init,Initialise
081408012,22,081408012_22,a,i am actually showing that that first number the engineers haven't actually finished the work on it yet um the exchange do you you were bringing that number back weren't you from your other company yeah yes there looks to be some sort of hold up i'll need to go through to our number portability department for you to find out what the problem is there ah right that one i'm showing that everything is done um yeah that was the is that right,inform,Inform
081408012,23,081408012_23,a,the engineers haven't actually finished the work on it yet um the exchange,inform,Inform
081408012,24,081408012_24,a,do you you were bringing that number back weren't you from your other company,reqInfo,Request Inform
081408012,25,081408012_25,a,yeah,answ,Answer
081408012,26,081408012_26,b,yeah yeah is that why okay well the chances are that with the other number it's probably similar to be honest with the other number it's attached to my computer so i haven't put the phone on it so i don't know whether it rings right but i'd asked for that one to be i'd asked for my old number to be ported on that number as well,ackn,Acknowledge
081408012,27,081408012_27,b,is that why,reqInfo,Request Inform
081408012,28,081408012_28,a,yes,answ,Answer
081408012,29,081408012_29,a,there looks to be some sort of hold up,answElab,Answer Elaborate
081408012,30,081408012_30,a,i'll need to go through to our number portability department for you to find out what the problem is there,inform,Inform
081408012,31,081408012_31,b,okay,ackn,Acknowledge
081408012,32,081408012_32,b,well,init,Initialise
081408012,33,081408012_33,b,the chances are that with the other number it's probably similar,expressPossibility,Express Possibility
081408012,34,081408012_34,b,to be honest with the other number it's attached to my computer so i haven't put the phone on it,inform,Inform
081408012,35,081408012_35,b,so,init,Initialise
081408012,36,081408012_36,b,i don't know whether it rings,inform,Inform
081408012,37,081408012_37,a,ah right,ackn,Acknowledge
081408012,38,081408012_38,a,that one i'm showing that everything is done um,inform,Inform
081408012,39,081408012_39,b,right,ackn,Acknowledge
081408012,40,081408012_40,b,but i'd asked for that one to be i'd asked for my old number to be ported on that number as well,inform,Inform
081408012,41,081408012_41,a,yeah,ackn,Acknowledge
081408012,42,081408012_42,a,that was the is that right,inform,Inform
081408012,43,081408012_43,a,is that right,reqInfo,Request Inform
081456012,0,081456012_0,b,hello,greet,Greet
081456012,1,081456012_1,b,if i was to buy a fax machine,inform,Inform
081456012,2,081456012_2,b,what charges would i incur for using it,reqInfo,Request Inform
081456012,3,081456012_3,a,mm hmm,backch,Backchannel
081456012,4,081456012_4,a,um fax calls are charged at the same rate as telephone calls,answ,Answer
081456012,5,081456012_5,b,yeah,ackn,Acknowledge
081456012,6,081456012_6,a,so,init,Initialise
081456012,7,081456012_7,a,depending on on what um discount package or what um discount package or whatever you're using,inform,Inform
081456012,8,081456012_8,b,ah ha,ackn,Acknowledge
081456012,9,081456012_9,b,do i pay for incoming or just outgoing,reqInfo,Request Inform
081456012,10,081456012_10,a,just outgoing,answ,Answer
081456012,11,081456012_11,b,just outgoing aha right and if i had an answer machine with it what would that,echo,Echo
081456012,12,081456012_12,a,yes,ackn,Acknowledge
081456012,13,081456012_13,a,it's just as if you were receiving a telephone call,inform,Inform
081456012,14,081456012_14,b,aha,ackn,Acknowledge
081456012,15,081456012_15,a,if you if you receive a fax,inform,Inform
081456012,16,081456012_16,b,right,ackn,Acknowledge
081456012,17,081456012_17,b,and if i had an answer machine with it,inform,Inform
081456012,18,081456012_18,b,what would that,reqInfo,Request Inform
081456012,19,081456012_19,a,um exactly the same,answ,Answer
081456012,20,081456012_20,a,i mean you wouldn't pay for any incoming calls ah or anything like that,inform,Inform
081456012,21,081456012_21,a,you'd only be paying for your you know sending outgoing faxes,inform,Inform
081745012,0,081745012_0,b,hello,greet,Greet
081745012,1,081745012_1,b,um i'm just enquiring about uh another line put in,inform,Inform
081745012,2,081745012_2,a,right,ackn,Acknowledge
081745012,3,081745012_3,a,uh you've got the one line in at the moment have you,reqInfo,Request Inform
081745012,4,081745012_4,b,i have,answ,Answer
081745012,5,081745012_5,b,yeah yeah,answ,Answer
